CAD CDW ID,Event Clearance Group,Event Clearance SubGroup,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Hundred Block Location,District/Sector,Event Clearance Date,Zone/Beat,Census Tract,Longitude,Latitude
21114,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254387,2010254387,460,TRAFFIC (MOVING) VIOLATION,5XX BLOCK OF SENECA ST,K,07/23/2010 10:19:00 PM,K1,8100.2019,-122.332549619,47.608211513
21122,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254431,2010254431,460,TRAFFIC (MOVING) VIOLATION,51XX BLOCK OF S ORCAS ST,R,07/23/2010 10:40:00 PM,R3,10200.3000,-122.268590994,47.551133441
21134,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254499,2010254499,460,TRAFFIC (MOVING) VIOLATION,41XX BLOCK OF CALIFORNIA AVE SW,W,07/23/2010 11:22:00 PM,W2,9800.5011,-122.386771451,47.56562936
21137,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254463,2010254463,460,TRAFFIC (MOVING) VIOLATION,19XX BLOCK OF AURORA AVE N,D,07/23/2010 11:26:00 PM,D1,6700.4001,-122.343907653,47.636748163
21155,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254537,2010254537,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF N 135TH ST,N,07/24/2010 12:02:00 AM,N1,600.1011,-122.343664489,47.726858645
21157,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254365,2010254365,430,ACCIDENT INVESTIGATION,XX BLOCK OF E ROY ST,C,07/24/2010 12:10:00 AM,C1,6500.3003,-122.31854888,47.625356255
21169,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254496,2010254496,430,ACCIDENT INVESTIGATION,4XX BLOCK OF E REPUBLICAN ST,E,07/24/2010 12:27:00 AM,E1,7400.6000,-122.325951876,47.623135948
21170,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254270,2010254270,450,DRIVING WHILE UNDER INFLUENCE (DUI),23XX BLOCK OF E CHERRY ST,G,07/23/2010 08:59:00 PM,G1,8800.4003,-122.302123279,47.60800752
21173,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254037,2010254037,450,DRIVING WHILE UNDER INFLUENCE (DUI),9XX BLOCK OF E PIKE ST,E,07/23/2010 09:47:00 PM,E2,8400.1017,-122.320113575,47.614080416
21179,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254330,2010254330,460,TRAFFIC (MOVING) VIOLATION,54XX BLOCK OF 22ND AVE NW,J,07/23/2010 09:31:00 PM,J2,4700.5013,-122.384745555,47.668162105
21182,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254232,2010254232,460,TRAFFIC (MOVING) VIOLATION,95XX BLOCK OF HOLMAN RD NW,B,07/23/2010 09:01:00 PM,B1,1700.5001,-122.366720954,47.699365714
21193,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254130,2010254130,430,ACCIDENT INVESTIGATION,8XX BLOCK OF TAYLOR AVE N,D,07/23/2010 08:35:00 PM,D1,6700.2008,-122.346248374,47.626715709
21202,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254218,2010254218,460,TRAFFIC (MOVING) VIOLATION,1XX BLOCK OF TAYLOR AVE N,D,07/23/2010 08:58:00 PM,D1,7200.2005,-122.346311227,47.619150256
21213,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254316,2010254316,460,TRAFFIC (MOVING) VIOLATION,23XX BLOCK OF WICKSTROM PL SW,W,07/23/2010 09:32:00 PM,W1,9702.5002,-122.402067704,47.581665681
21217,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254322,2010254322,460,TRAFFIC (MOVING) VIOLATION,67XX BLOCK OF E MARGINAL WAY S,O,07/23/2010 09:37:00 PM,O3,10900.2074,-122.327480547,47.542630202
21221,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254361,2010254361,460,TRAFFIC (MOVING) VIOLATION,15XX BLOCK OF S HANFORD ST,O,07/23/2010 09:48:00 PM,O1,10000.4016,-122.312894463,47.575090017
21224,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254353,2010254353,460,TRAFFIC (MOVING) VIOLATION,13XX BLOCK OF ALASKAN WAY,M,07/23/2010 09:55:00 PM,M3,8100.1027,-122.340873666,47.606406978
21231,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254402,2010254402,460,TRAFFIC (MOVING) VIOLATION,18XX BLOCK OF 23RD AVE E,C,07/23/2010 10:13:00 PM,C3,6200.4012,-122.30226843,47.636207218
21240,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254368,2010254368,450,DRIVING WHILE UNDER INFLUENCE (DUI),8XX BLOCK OF N 41ST ST,J,07/23/2010 10:28:00 PM,J3,5000.2011,-122.347946043,47.656658503
21254,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254533,2010254533,460,TRAFFIC (MOVING) VIOLATION,50XX BLOCK OF 35TH AVE S,R,07/24/2010 12:09:00 AM,R2,10300.4012,-122.288820846,47.556833864
21258,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254563,2010254563,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF BLANCHARD ST,M,07/24/2010 12:12:00 AM,M2,7200.1042,-122.338790405,47.61760578
21261,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254271,2010254271,460,TRAFFIC (MOVING) VIOLATION,51XX BLOCK OF 39TH AVE S,R,07/23/2010 08:44:00 PM,R3,10300.5011,-122.283477965,47.556053754
21262,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254132,2010254132,430,ACCIDENT INVESTIGATION,17XX BLOCK OF 4TH AVE S,K,07/23/2010 08:46:00 PM,K3,9300.2029,-122.329056826,47.587198562
21264,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254289,2010254289,460,TRAFFIC (MOVING) VIOLATION,110XX BLOCK OF 20TH AVE NE,L,07/23/2010 08:48:00 PM,L2,1100.1003,-122.306248204,47.709384624
21267,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254298,2010254298,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF NE NORTHGATE WAY,N,07/23/2010 09:02:00 PM,N3,1200.4005,-122.324615153,47.708602801
21271,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254347,2010254347,460,TRAFFIC (MOVING) VIOLATION,16XX BLOCK OF NE 50TH ST,U,07/23/2010 09:43:00 PM,U3,4400.3006,-122.310238682,47.664880643
21276,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254374,2010254374,460,TRAFFIC (MOVING) VIOLATION,20XX BLOCK OF WESTLAKE AVE N,D,07/23/2010 10:12:00 PM,D1,6700.1001,-122.340519467,47.637272128
21277,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254385,2010254385,460,TRAFFIC (MOVING) VIOLATION,57XX BLOCK OF SW ADMIRAL WAY,W,07/23/2010 10:12:00 PM,W1,9701.1010,-122.406838542,47.576603916
21278,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254230,2010254230,430,ACCIDENT INVESTIGATION,18XX BLOCK OF S JACKSON ST,G,07/23/2010 10:13:00 PM,G2,9000.3015,-122.308315122,47.59924291
21279,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254395,2010254395,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF NE MAPLE LEAF PL,J,07/23/2010 10:15:00 PM,J1,3600.2009,-122.325640003,47.680943801
21298,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254517,2010254517,460,TRAFFIC (MOVING) VIOLATION,13XX BLOCK OF NE 41ST ST,U,07/23/2010 11:45:00 PM,U2,5302.1000,-122.313824116,47.656841204
21302,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254539,2010254539,460,TRAFFIC (MOVING) VIOLATION,127XX BLOCK OF LAKE CITY WAY NE,L,07/24/2010 12:02:00 AM,L1,100.3007,-122.293641975,47.721986695
21309,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254567,2010254567,460,TRAFFIC (MOVING) VIOLATION,6XX BLOCK OF S DEARBORN ST,K,07/24/2010 12:22:00 AM,K3,9300.1004,-122.324416041,47.595834326
21321,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254331,2010254331,460,TRAFFIC (MOVING) VIOLATION,58XX BLOCK OF 8TH AVE NW,B,07/23/2010 09:34:00 PM,B3,3400.3014,-122.366172786,47.671254624
21324,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254369,2010254369,460,TRAFFIC (MOVING) VIOLATION,125XX BLOCK OF 27TH AVE NE,L,07/23/2010 10:27:00 PM,L1,200.2009,-122.299097165,47.720205686
21328,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254559,2010254559,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF S HOLGATE ST,O,07/24/2010 12:14:00 AM,O2,9300.3013,-122.330988839,47.586167305
21332,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254600,2010254600,460,TRAFFIC (MOVING) VIOLATION,55XX BLOCK OF SW ADMIRAL WAY,W,07/24/2010 12:38:00 AM,W1,9701.1009,-122.403958618,47.577101907
21337,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254363,2010254363,460,TRAFFIC (MOVING) VIOLATION,1XX BLOCK OF VIRGINIA ST,M,07/24/2010 12:40:00 AM,M2,8002.1001,-122.342182557,47.611400659
21347,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254619,2010254619,460,TRAFFIC (MOVING) VIOLATION,23XX BLOCK OF E CHERRY ST,G,07/24/2010 12:56:00 AM,G1,8800.4003,-122.302123279,47.60800752
21354,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254651,2010254651,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF 4TH AVE S,K,07/24/2010 01:16:00 AM,K3,9300.2020,-122.3290469,47.595386972
21365,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254312,2010254312,450,DRIVING WHILE UNDER INFLUENCE (DUI),14XX BLOCK OF 2ND AVE,K,07/24/2010 01:00:00 AM,K1,8100.2010,-122.338449522,47.608788655
21371,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254729,2010254729,460,TRAFFIC (MOVING) VIOLATION,32XX BLOCK OF 61ST AVE SW,W,07/24/2010 02:12:00 AM,W1,9701.2005,-122.410767036,47.575003405
21390,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254664,2010254664,460,TRAFFIC (MOVING) VIOLATION,123XX BLOCK OF 32ND AVE NE,L,07/24/2010 01:25:00 AM,L2,700.1001,-122.293944608,47.718318148
21397,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254697,2010254697,460,TRAFFIC (MOVING) VIOLATION,59XX BLOCK OF FAUNTLEROY WAY SW,W,07/24/2010 01:55:00 AM,W2,10600.7008,-122.382861123,47.549914799
21411,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254343,2010254343,460,TRAFFIC (MOVING) VIOLATION,40XX BLOCK OF LEARY WAY NW,J,07/24/2010 12:42:00 AM,J2,4800.3021,-122.362343216,47.65649926
21417,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254635,2010254635,460,TRAFFIC (MOVING) VIOLATION,113XX BLOCK OF LAKE CITY WAY NE,L,07/24/2010 01:11:00 AM,L2,700.2008,-122.299992255,47.711232102
21422,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254653,2010254653,430,ACCIDENT INVESTIGATION,19XX BLOCK OF 1ST AVE,M,07/24/2010 01:29:00 AM,M3,8002.1006,-122.341959547,47.610682001
21423,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254681,2010254681,460,TRAFFIC (MOVING) VIOLATION,7XX BLOCK OF E DENNY WAY,E,07/24/2010 01:46:00 AM,E1,7400.3004,-122.322862022,47.618730295
21425,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254698,2010254698,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF E HARRISON ST,E,07/24/2010 01:58:00 AM,E1,7400.2000,-122.321465919,47.621991017
21433,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254738,2010254738,450,DRIVING WHILE UNDER INFLUENCE (DUI),56XX BLOCK OF DELRIDGE WAY SW,F,07/24/2010 02:30:00 AM,F1,10700.1006,-122.362999086,47.551013114
21440,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254566,2010254566,450,DRIVING WHILE UNDER INFLUENCE (DUI),XX BLOCK OF PIKE ST,M,07/24/2010 02:49:00 AM,M3,8100.1010,-122.340266616,47.608682699
21444,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254765,2010254765,460,TRAFFIC (MOVING) VIOLATION,14XX BLOCK OF 3RD AVE,K,07/24/2010 02:54:00 AM,K1,8100.2009,-122.337338755,47.60925298
21457,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254758,2010254758,460,TRAFFIC (MOVING) VIOLATION,130XX BLOCK OF LAKE CITY WAY NE,L,07/24/2010 02:50:00 AM,L1,100.3006,-122.292840975,47.723795095
21467,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254782,2010254782,460,TRAFFIC (MOVING) VIOLATION,84XX BLOCK OF BEACON AVE S,O,07/24/2010 03:23:00 AM,O3,11700.3003,-122.287711256,47.52700244
21483,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254820,2010254820,460,TRAFFIC (MOVING) VIOLATION,5XX BLOCK OF S JACKSON ST,K,07/24/2010 04:14:00 AM,K2,9200.1005,-122.327013759,47.599193842
21510,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254528,2010254528,460,TRAFFIC (MOVING) VIOLATION,110XX BLOCK OF MERIDIAN AVE N,N,07/24/2010 12:56:00 AM,N1,1200.5002,-122.334000968,47.709116578
21511,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254649,2010254649,460,TRAFFIC (MOVING) VIOLATION,115XX BLOCK OF AURORA AVE N,N,07/24/2010 01:42:00 AM,N1,600.3024,-122.344834273,47.713547979
21517,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254435,2010254435,460,TRAFFIC (MOVING) VIOLATION,54XX BLOCK OF 4TH AVE S,O,07/24/2010 01:33:00 AM,O2,10900.2036,-122.329548096,47.553769707
21523,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254881,2010254881,460,TRAFFIC (MOVING) VIOLATION,107XX BLOCK OF GREENWOOD AVE N,B,07/24/2010 07:52:00 AM,B1,1400.2003,-122.355473595,47.70780643
21526,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254834,2010254834,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF SENECA ST,K,07/24/2010 04:49:00 AM,K1,8100.2016,-122.335878956,47.606818042
21544,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254842,2010254842,430,ACCIDENT INVESTIGATION,11XX BLOCK OF WESTERN AVE,M,07/24/2010 07:19:00 AM,M3,8100.1030,-122.338327488,47.605300258
21548,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254684,2010254684,450,DRIVING WHILE UNDER INFLUENCE (DUI),35XX BLOCK OF S ADAMS ST,R,07/24/2010 07:55:00 AM,R1,10100.4011,-122.289177741,47.565578182
21550,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254706,2010254706,450,DRIVING WHILE UNDER INFLUENCE (DUI),3XX BLOCK OF OCCIDENTAL AVE S,K,07/24/2010 04:40:00 AM,K3,9200.2023,-122.332880943,47.599623073
21580,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254579,2010254579,450,DRIVING WHILE UNDER INFLUENCE (DUI),5XX BLOCK OF DEXTER AVE N,D,07/24/2010 05:36:00 AM,D1,7200.1010,-122.342355434,47.623886738
21588,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254937,2010254937,460,TRAFFIC (MOVING) VIOLATION,1XX BLOCK OF 25TH AVE,G,07/24/2010 09:44:00 AM,G3,8800.3006,-122.299966047,47.603084113
21590,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254960,2010254960,460,TRAFFIC (MOVING) VIOLATION,55XX BLOCK OF RAINIER AVE S,R,07/24/2010 10:07:00 AM,R3,10300.2003,-122.278278385,47.552294471
21612,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254907,2010254907,450,DRIVING WHILE UNDER INFLUENCE (DUI),48XX BLOCK OF SW BARTON ST,W,07/24/2010 08:44:00 AM,W3,11600.5013,-122.39308482,47.523163295
21621,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254968,2010254968,460,TRAFFIC (MOVING) VIOLATION,90XX BLOCK OF OLSON PL SW,F,07/24/2010 10:03:00 AM,F3,11300.1023,-122.335571293,47.521783113
21627,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255028,2010255028,430,ACCIDENT INVESTIGATION,25XX BLOCK OF RAINIER AVE S,R,07/24/2010 10:58:00 AM,R1,9500.5004,-122.299158732,47.579672245
21631,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254988,2010254988,430,ACCIDENT INVESTIGATION,39XX BLOCK OF SW BRANDON ST,W,07/24/2010 11:34:00 AM,W2,10500.2006,-122.382257587,47.553829492
21633,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254966,2010254966,430,ACCIDENT INVESTIGATION,5XX BLOCK OF ROY ST,D,07/24/2010 11:48:00 AM,D1,7200.1005,-122.345606462,47.625415643
21641,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255078,2010255078,460,TRAFFIC (MOVING) VIOLATION,12XX BLOCK OF 1ST AVE S,K,07/24/2010 12:08:00 PM,K3,9300.2016,-122.334194979,47.591353941
21646,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254995,2010254995,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF FAIRVIEW AVE N,D,07/24/2010 10:36:00 AM,D2,7300.1017,-122.334264383,47.620252028
21651,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254903,2010254903,430,ACCIDENT INVESTIGATION,42XX BLOCK OF S HOLLY ST,S,07/24/2010 09:20:00 AM,S1,11101.5012,-122.280279824,47.542440234
21652,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254946,2010254946,460,TRAFFIC (MOVING) VIOLATION,42XX BLOCK OF S HOLLY ST,S,07/24/2010 09:24:00 AM,S1,11101.5012,-122.280279824,47.542440234
21663,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254935,2010254935,460,TRAFFIC (MOVING) VIOLATION,21XX BLOCK OF N NORTHGATE WAY,N,07/24/2010 09:21:00 AM,N3,1200.5000,-122.332653349,47.708654503
21664,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254958,2010254958,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF SUMMIT AVE,E,07/24/2010 09:50:00 AM,E2,8400.2004,-122.323897093,47.61133751
21667,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254952,2010254952,460,TRAFFIC (MOVING) VIOLATION,13XX BLOCK OF E JEFFERSON ST,G,07/24/2010 09:59:00 AM,G1,8600.1012,-122.314818037,47.606194716
21668,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254969,2010254969,460,TRAFFIC (MOVING) VIOLATION,59XX BLOCK OF RAINIER AVE S,R,07/24/2010 09:59:00 AM,R3,10300.2012,-122.2770719,47.549324685
21669,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000254975,2010254975,460,TRAFFIC (MOVING) VIOLATION,59XX BLOCK OF RAINIER AVE S,R,07/24/2010 10:01:00 AM,R3,10300.2012,-122.2770719,47.549324685
21698,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255053,2010255053,430,ACCIDENT INVESTIGATION,1XX BLOCK OF RAYE ST,Q,07/24/2010 11:43:00 AM,Q2,6000.3003,-122.355030844,47.643241707
21701,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255068,2010255068,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF UNION ST,M,07/24/2010 11:49:00 AM,M3,8100.1019,-122.339336266,47.607731625
21706,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255095,2010255095,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF S HOLGATE ST,K,07/24/2010 12:10:00 PM,K3,9300.2042,-122.334659681,47.58610386
21707,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000254993,2010254993,430,ACCIDENT INVESTIGATION,3XX BLOCK OF PINE ST,M,07/24/2010 12:12:00 PM,M2,8100.2001,-122.338146748,47.610975163
21721,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255089,2010255089,430,ACCIDENT INVESTIGATION,5XX BLOCK OF NE NORTHGATE WAY,N,07/24/2010 12:49:00 PM,N3,1200.3003,-122.321918378,47.708585781
21725,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255167,2010255167,460,TRAFFIC (MOVING) VIOLATION,13XX BLOCK OF E PINE ST,C,07/24/2010 01:06:00 PM,C2,7500.2009,-122.31489548,47.615277436
21729,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255177,2010255177,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF SPRING ST,K,07/24/2010 01:13:00 PM,K1,8100.2022,-122.335226628,47.606104987
21737,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255114,2010255114,430,ACCIDENT INVESTIGATION,86XX BLOCK OF LAKE CITY WAY NE,U,07/24/2010 12:34:00 PM,U1,2100.3013,-122.306292244,47.691644783
21751,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255085,2010255085,430,ACCIDENT INVESTIGATION,23XX BLOCK OF 47TH AVE SW,W,07/24/2010 01:21:00 PM,W1,9600.3005,-122.391875561,47.582108831
21754,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255107,2010255107,430,ACCIDENT INVESTIGATION,130XX BLOCK OF LAKE CITY WAY NE,L,07/24/2010 01:32:00 PM,L1,100.3002,-122.292840975,47.723795095
21762,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255071,2010255071,430,ACCIDENT INVESTIGATION,12XX BLOCK OF E UNION ST,E,07/24/2010 02:10:00 PM,E2,7500.4011,-122.316107216,47.612898636
21763,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255243,2010255243,460,TRAFFIC (MOVING) VIOLATION,39XX BLOCK OF S PEARL ST,R,07/24/2010 02:17:00 PM,R3,10300.5013,-122.2826036,47.556205746
21766,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255233,2010255233,460,TRAFFIC (MOVING) VIOLATION,93XX BLOCK OF RAINIER AVE S,S,07/24/2010 02:24:00 PM,S3,11800.6015,-122.266762264,47.51984486
21770,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255235,2010255235,460,TRAFFIC (MOVING) VIOLATION,19XX BLOCK OF OCCIDENTAL AVE S,O,07/24/2010 02:42:00 PM,O2,9300.3014,-122.333266029,47.585042564
21773,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255125,2010255125,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF S HOLGATE ST,O,07/24/2010 12:31:00 PM,O2,9300.2029,-122.329520587,47.586170251
21781,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255219,2010255219,430,ACCIDENT INVESTIGATION,77XX BLOCK OF 2ND AVE NE,J,07/24/2010 03:10:00 PM,J1,2700.2007,-122.326974538,47.685922937
21785,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255287,2010255287,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF PIKE ST,K,07/24/2010 03:29:00 PM,K1,8100.2010,-122.337238175,47.609981889
21788,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255303,2010255303,460,TRAFFIC (MOVING) VIOLATION,35XX BLOCK OF S GENESEE ST,R,07/24/2010 03:43:00 PM,R1,10100.5017,-122.288801003,47.564203472
21793,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255319,2010255319,460,TRAFFIC (MOVING) VIOLATION,98XX BLOCK OF MARTIN LUTHER KING JR WAY S,S,07/24/2010 03:58:00 PM,S2,11700.4005,-122.278522055,47.512286113
21794,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255242,2010255242,430,ACCIDENT INVESTIGATION,27XX BLOCK OF S NORMAN ST,G,07/24/2010 03:58:00 PM,G2,8900.4008,-122.297221904,47.593315007
21798,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255088,2010255088,430,ACCIDENT INVESTIGATION,19XX BLOCK OF E CHERRY ST,G,07/24/2010 01:51:00 PM,G1,8700.1004,-122.306970811,47.608018945
21800,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255181,2010255181,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF MERCER ST,Q,07/24/2010 01:52:00 PM,Q3,7100.2004,-122.356056572,47.624580612
21808,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255200,2010255200,430,ACCIDENT INVESTIGATION,82XX BLOCK OF LINDEN AVE N,J,07/24/2010 02:52:00 PM,J1,2800.1004,-122.347216079,47.68875061
21813,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255188,2010255188,430,ACCIDENT INVESTIGATION,XX BLOCK OF NE 80TH ST,U,07/24/2010 03:14:00 PM,U1,2500.2013,-122.303027719,47.686175681
21835,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255296,2010255296,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF 15TH AVE E,C,07/24/2010 03:41:00 PM,C1,6400.2011,-122.312574348,47.626474351
21836,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255339,2010255339,460,TRAFFIC (MOVING) VIOLATION,5XX BLOCK OF S JACKSON ST,K,07/24/2010 04:09:00 PM,K2,9200.1006,-122.327013759,47.599193842
21841,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255320,2010255320,460,TRAFFIC (MOVING) VIOLATION,30XX BLOCK OF S WALDEN ST,R,07/24/2010 04:04:00 PM,R1,10100.4000,-122.293417759,47.573123586
21859,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000255172,2010255172,460,TRAFFIC (MOVING) VIOLATION,51XX BLOCK OF GREEN LAKE WAY N,J,07/24/2010 01:16:00 PM,J1,4600.1018,-122.340087977,47.666746429
21868,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000255276,2010255276,430,ACCIDENT INVESTIGATION,3XX BLOCK OF NE NORTHGATE WAY,N,07/24/2010 03:23:00 PM,N3,1200.4005,-122.324615153,47.708602801
